"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
1.03906669347097,1.32895538695003,1.63812806949287,1.94775536479264,2.24243205032939,2.53983930749401,2.79179856843648,3.02408124723169,3.13728857671589,3.18222094904278,12.1802343323402,2.88110612081912,2.52185917291187,2.06704540527802,1.55064417413692,1.05062472473942,0.606551303255817,0.277263833230023,0.077760887725944,0
0.818101208081829,1.04634285208281,1.2941325140877,1.55100939861642,1.80799581035798,2.08192782247393,2.33500934133521,2.5891635167127,2.75825043773113,2.88048331537983,2.88110612081912,11.848369032314,2.51413070745779,2.11738724329299,1.62630027575905,1.12404191893901,0.659774462895222,0.305710614784044,0.0866196170473133,0
0.624293921659836,0.798465368434191,0.987553929007893,1.18775654797959,1.39599945437163,1.62809350000687,1.85675144664345,2.10050587546591,2.28956827228658,2.45291171483842,2.52185917291187,2.51413070745779,11.3312449991829,2.03988416048578,1.60973012679612,1.13906284604063,0.681865489563857,0.321201917569158,0.0922823214631884,0
0.458827672017937,0.586835773142806,0.72580727525608,0.872947105402833,1.02998763312745,1.21190720913947,1.40068840326497,1.61189899365698,1.79242436437239,1.96332597293118,2.06704540527802,2.11738724329299,2.03988416048578,10.7258956061005,1.49383578005456,1.08609907569509,0.665415727571905,0.319467222080752,0.093188278571484,0
0.315935901113656,0.404078699042271,0.499770588234951,0.601086959635732,0.709220674456887,0.838239354545655,0.978401991078248,1.14216068624655,1.29257904793591,1.44362656163945,1.55064417413692,1.62630027575905,1.60973012679612,1.49383578005456,10.0480575227191,0.948542890153332,0.597369187382011,0.293669985057754,0.0872597753420015,0
0.200257326520337,0.256127017185396,0.316781731739386,0.381001548474183,0.449542567587445,0.531321611547583,0.62360137293759,0.73637269021731,0.846396942739686,0.961929204797917,1.05062472473942,1.12404191893901,1.13906284604063,1.08609907569509,0.948542890153332,9.40721785352469,0.485129692140163,0.245491013675571,0.0747551960684225,0
0.109861088777067,0.140511178602759,0.173786330609179,0.209017296237954,0.246618871753385,0.291482822374917,0.342107462354641,0.406990935775001,0.474351541062568,0.547889921715851,0.606551303255817,0.659774462895222,0.681865489563857,0.665415727571905,0.597369187382011,0.485129692140163,8.83849632227106,0.176631968161849,0.0554494589256546,0
0.0483105518153561,0.0617886883344119,0.0764211753511033,0.091913716062836,0.108448713872328,0.128177284153852,0.150439072382049,0.178971070740406,0.210971002355659,0.247837087577761,0.277263833230023,0.305710614784044,0.321201917569158,0.319467222080752,0.293669985057754,0.245491013675571,0.176631968161849,8.43524612056586,0.035000904424775,0
0.0131509479029334,0.016819924234816,0.0208031342627688,0.0250204654280756,0.029521571016744,0.0348920209541262,0.0409520555886737,0.0487189472899203,0.0574298689779614,0.068936328657384,0.077760887725944,0.0866196170473133,0.0922823214631884,0.093188278571484,0.0872597753420015,0.0747551960684225,0.0554494589256546,0.035000904424775,8.22594406081036,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16326530612245
